"id","slasher_id","slashee_id","relation_tag"
1,17,54,"xsub"
2,31,33,"xsub"
3,35,40,"xsub"
4,37,39,"xsub"
5,51,50,"xsub"
6,74,75,"xsub"
7,75,72,"xsub"
8,136,119,"xsub"
9,151,146,"xsub"
10,152,158,"xsub"
11,168,166,"xsub"
12,170,173,"xsub"
13,196,192,"xsub"
14,201,186,"xsub"
15,206,207,"xsub"
16,207,186,"xsub"
17,215,216,"xsub"
18,228,225,"xsub"
19,248,247,"xsub"
20,267,286,"xsub"
21,269,271,"xsub"
22,271,270,"xsub"
23,292,291,"xsub"
24,303,299,"xsub"
25,313,316,"xsub"
26,319,322,"xsub"
27,321,326,"xsub"
28,330,328,"xsub"
29,334,328,"xsub"
30,339,335,"xsub"
31,343,344,"xsub"
32,344,328,"sub"
33,344,330,"xadv"
34,344,334,"xadv"
35,344,342,"obj"
36,357,356,"xsub"
37,358,354,"xsub"
38,359,362,"xsub"
39,363,369,"xsub"
40,382,373,"obl"
41,382,375,"pid"
42,387,401,"xsub"
43,388,401,"xsub"
44,394,395,"xsub"
45,396,392,"xsub"
46,408,411,"xsub"
47,414,412,"sub"
48,421,422,"xsub"
49,423,412,"xsub"
50,427,425,"xsub"
51,440,443,"xsub"
52,449,448,"xsub"
53,453,443,"xsub"
54,457,462,"xsub"
55,462,443,"sub"
56,476,473,"xsub"
57,482,479,"xsub"
58,485,488,"xsub"
59,503,505,"xsub"
60,505,500,"xsub"
61,506,488,"xsub"
62,510,488,"sub"
63,515,513,"xsub"
64,529,526,"xsub"
65,533,534,"xsub"
66,545,544,"xsub"
67,546,548,"xsub"
68,548,539,"sub"
69,553,555,"xsub"
70,564,561,"xsub"
71,570,567,"xsub"
72,577,571,"xsub"
73,582,573,"pid"
74,583,579,"xsub"
75,603,588,"pid"
76,604,588,"pid"
77,605,588,"pid"
78,606,588,"pid"
79,621,610,"pid"
80,638,631,"xsub"
81,655,652,"xsub"
82,656,655,"xsub"
83,662,664,"xsub"
84,690,688,"obj"
85,699,700,"xsub"
86,700,697,"obj"
87,715,712,"xsub"
88,733,741,"xsub"
89,741,731,"sub"
90,747,731,"sub"
91,754,798,"xsub"
92,773,764,"xsub"
93,795,794,"xsub"
94,799,764,"sub"
95,799,774,"pid"
96,799,775,"adv"
97,800,781,"pid"
98,802,764,"sub"
99,802,774,"pid"
100,811,804,"xsub"
101,816,818,"xsub"
102,833,840,"xsub"
103,843,844,"xsub"
104,848,847,"xsub"
105,853,851,"xsub"
106,858,855,"xsub"
107,863,841,"pid"
108,873,869,"xsub"
109,876,884,"xsub"
110,884,875,"xsub"
111,891,897,"xsub"
112,896,894,"xsub"
113,921,922,"xsub"
114,934,927,"adv"
115,945,949,"xsub"
116,953,960,"xsub"
117,960,936,"adv"
118,963,970,"xsub"
119,966,965,"xsub"
120,987,982,"xsub"
121,1002,998,"xsub"
122,1016,987,"pid"
123,1017,1020,"xsub"
124,1037,1038,"xsub"
125,1041,1051,"xsub"
126,1043,1055,"xsub"
127,1054,1023,"pid"
128,1055,1038,"pid"
129,1092,1087,"xsub"
130,1095,1087,"xsub"
131,1105,1104,"xsub"
132,1110,1106,"xsub"
133,1116,1115,"xsub"
134,1121,1120,"xsub"
135,1123,1111,"adv"
136,1123,1117,"adv"
137,1132,1129,"xsub"
138,1152,1153,"xsub"
139,1167,1137,"xsub"
140,1186,1172,"sub"
141,1187,1184,"xsub"
142,1208,1212,"xsub"
143,1218,1217,"xsub"
144,1232,1213,"adv"
145,1233,1235,"xsub"
146,1247,1241,"xsub"
147,1256,1254,"xsub"
148,1268,1258,"xsub"
149,1269,1258,"xsub"
150,1271,1272,"xsub"
151,1277,1275,"xsub"
152,1284,1269,"xsub"
153,1289,1287,"xsub"
154,1291,1290,"xsub"
155,1300,1296,"xsub"
156,1329,1317,"xsub"
157,1373,1375,"xsub"
158,1410,1337,"sub"
159,1410,1367,"adv"
160,1416,1410,"xsub"
161,1418,1337,"xsub"
162,1442,1441,"xsub"
163,1443,1438,"sub"
164,1447,1452,"xsub"
165,1455,1456,"xsub"
166,1456,1454,"xsub"
167,1469,1466,"xsub"
168,1475,1470,"xsub"
169,1487,1470,"xsub"
170,1498,1470,"sub"
171,1509,1505,"xsub"
172,1529,1532,"xsub"
173,1532,1531,"xsub"
174,1543,1544,"xsub"
175,1544,1540,"xsub"
176,1553,1556,"xsub"
177,1581,1572,"xsub"
178,1590,1588,"xsub"
179,1592,1587,"part"
180,1596,1595,"xsub"
181,1611,1591,"pid"
182,1612,1594,"pid"
183,1616,1642,"apos"
184,1618,1621,"xsub"
185,1621,1616,"obj"
186,1624,1613,"aux"
187,1629,1626,"xsub"
188,1635,1625,"part"
189,1647,1646,"xsub"
190,1663,1652,"sub"
191,1667,1646,"xsub"
192,1684,1676,"xsub"
193,1687,1694,"xsub"
194,1705,1704,"xsub"
195,1716,1710,"adv"
196,1738,1739,"xsub"
197,1739,1726,"sub"
198,1739,1727,"aux"
199,1741,1739,"xsub"
200,1752,1751,"xsub"
201,1766,1759,"adv"
202,1768,1765,"xsub"
203,1769,1766,"xsub"
204,1787,1780,"xsub"
205,1795,1799,"xsub"
206,1805,1795,"xsub"
207,1821,1820,"xsub"
208,1849,1851,"xsub"
209,1891,1883,"aux"
210,1929,1924,"xsub"
211,1956,1972,"xsub"
212,1968,1972,"xsub"
213,1978,1905,"pid"
214,1979,1928,"pid"
215,1982,1971,"pid"
216,1985,1990,"xsub"
217,1991,2051,"xsub"
218,2001,2054,"xsub"
219,2008,2054,"xsub"
220,2009,2008,"xsub"
221,2021,2023,"xsub"
222,2023,2030,"xsub"
223,2030,2033,"xsub"
224,2041,2038,"xsub"
225,2049,2046,"xsub"
226,2053,1996,"adv"
227,2053,1997,"pid"
228,2056,2042,"pid"
229,2070,2067,"xsub"
230,2071,2065,"obj"
231,2075,2089,"xsub"
232,2093,2080,"adv"
233,2093,2089,"pid"
234,2101,2106,"xsub"
235,2130,2129,"xsub"
236,2132,2143,"xsub"
237,2135,2133,"xsub"
238,2142,2132,"xsub"
239,2143,2116,"sub"
240,2150,2152,"xsub"
241,2156,2155,"xsub"
242,2162,2143,"xsub"
243,2177,2144,"obl"
244,2177,2149,"pid"
245,2178,2157,"pid"
246,2185,2180,"xsub"
247,2216,2201,"xsub"
248,2232,2224,"xsub"
249,2235,2224,"xsub"
250,2237,2179,"adv"
251,2237,2236,"obj"
252,2241,2242,"xsub"
253,2242,2224,"sub"
254,2250,2224,"sub"
255,2285,2286,"xsub"
256,2300,2292,"xsub"
257,2326,2330,"xsub"
258,2327,2322,"xsub"
259,2330,2322,"obj"
260,2339,2338,"xsub"
261,2374,2352,"xsub"
262,2389,2384,"xsub"
263,2414,2413,"xsub"
264,2420,2416,"obl"
265,2429,2430,"xsub"
266,2442,2439,"xsub"
267,2465,2471,"xsub"
268,2481,2482,"xsub"
269,2494,2508,"xsub"
270,2512,2511,"xsub"
271,2528,2535,"xsub"
272,2535,2520,"xsub"
273,2544,2536,"sub"
274,2552,2554,"xsub"
275,2571,2550,"adv"
276,2571,2553,"adv"
277,2571,2559,"pid"
278,2572,2577,"xsub"
279,2579,2578,"xsub"
280,2588,2578,"sub"
281,2603,2613,"xsub"
282,2619,2617,"xsub"
283,2629,2630,"xsub"
284,2636,2632,"xsub"
285,2645,2639,"xsub"
286,2656,2635,"pid"
287,2657,2660,"xsub"
288,2666,2668,"xsub"
289,2688,2676,"pid"
290,2689,2677,"pid"
291,2689,2681,"adv"
292,2696,2697,"xsub"
293,2697,2692,"sub"
294,2699,2702,"xobj"
295,2702,2701,"xsub"
296,2703,2697,"xsub"
297,2717,2712,"xsub"
298,2724,2726,"xsub"
299,2747,2732,"xsub"
300,2755,2752,"xsub"
301,2776,2768,"sub"
302,2777,2768,"sub"
303,2800,2811,"xsub"
304,2814,2817,"xsub"
305,2831,2827,"xsub"
306,2837,2827,"xsub"
307,2847,2846,"xsub"
308,2850,2840,"obj"
309,2852,2827,"xsub"
310,2859,2844,"pid"
311,2863,2867,"xsub"
312,2881,2869,"xsub"
313,2896,2897,"xsub"
314,2901,2906,"xsub"
315,2906,2891,"sub"
316,2915,2911,"xsub"
317,2926,2923,"xsub"
318,2958,2956,"xsub"
319,2975,2983,"xsub"
320,2990,2983,"xsub"
321,3011,3013,"xsub"
322,3013,3015,"xsub"
323,3015,3010,"sub"
324,3019,3010,"sub"
325,3024,3019,"xsub"
326,3037,3034,"xsub"
327,3046,3047,"xsub"
328,3047,3042,"xsub"
329,3062,3066,"xsub"
330,3071,3072,"xsub"
331,3076,3075,"xsub"
332,3088,3075,"xsub"
333,3098,3075,"xsub"
334,3099,3100,"xsub"
335,3122,3125,"xsub"
336,3140,3142,"xsub"
337,3145,3142,"xsub"
338,3162,3166,"xsub"
339,3168,3150,"xsub"
340,3175,3169,"obj"
341,3177,3179,"xsub"
342,3189,3184,"xsub"
343,3196,3200,"xsub"
344,3213,3217,"xsub"
345,3241,3243,"xsub"
346,3244,3252,"xsub"
347,3269,3276,"xsub"
348,3278,3279,"xsub"
349,3291,3287,"sub"
350,3315,3314,"xsub"
351,3322,3331,"xsub"
352,3339,3338,"xsub"
353,3349,3333,"xsub"
354,3358,3357,"xsub"
355,3369,3372,"xsub"
356,3381,3366,"xsub"
357,3407,3405,"xsub"
358,3413,3412,"xsub"
359,3419,3412,"xsub"
360,3426,3422,"xsub"
361,3429,3430,"xsub"
362,3445,3451,"xsub"
363,3456,3455,"xsub"
364,3465,3451,"xsub"
365,3466,3447,"obj"
366,3490,3496,"xsub"
367,3513,3499,"xsub"
368,3519,3499,"xsub"
369,3526,3528,"xsub"
370,3528,3532,"xsub"
371,3532,3498,"adv"
372,3555,3549,"xsub"
373,3560,3532,"xsub"
374,3582,3581,"xsub"
375,3604,3597,"sub"
376,3611,3597,"sub"
377,3619,3612,"xsub"
378,3629,3597,"sub"
379,3629,3628,"obj"
380,3634,3630,"xsub"
381,3681,3674,"xsub"
382,3725,3724,"xsub"
383,3738,3740,"xsub"
384,3754,3752,"xsub"
385,3778,3780,"xsub"
386,3780,3779,"xsub"
387,3811,3804,"xsub"
388,3827,3829,"xsub"
389,3844,3835,"sub"
390,3849,3848,"xsub"
391,3858,3862,"xsub"
392,3862,3861,"xsub"
393,3872,3873,"xsub"
394,3873,3874,"xsub"
395,3904,3894,"xsub"
396,3925,3926,"xsub"
397,3926,3928,"xsub"
398,3929,3932,"xsub"
399,3933,3935,"xsub"
400,3948,3940,"xsub"
401,3949,3948,"pid"
402,3981,3967,"xsub"
403,3983,3987,"xsub"
404,3997,3995,"xsub"
405,4004,3999,"obj"
406,4006,4014,"xsub"
407,4026,4023,"xsub"
408,4027,4014,"xsub"
409,4048,4060,"xsub"
410,4064,4062,"xsub"
411,4074,4076,"xsub"
412,4079,4072,"adv"
413,4080,4081,"xsub"
414,4099,4098,"xsub"
415,4102,4099,"xsub"
416,4120,4129,"xsub"
417,4124,4125,"xsub"
418,4126,4129,"xsub"
419,4130,4132,"xsub"
420,4139,4142,"xsub"
421,4143,4145,"xsub"
422,4144,4142,"xsub"
423,4145,4144,"xsub"
424,4159,4150,"xsub"
425,4172,4170,"xsub"
426,4181,4179,"xsub"
427,4184,4187,"xsub"
428,4190,4188,"xsub"
429,4192,4167,"pid"
430,4192,4168,"sub"
431,4192,4169,"obl"
432,4193,4167,"pid"
433,4193,4168,"sub"
434,4193,4169,"obl"
435,4195,4196,"xsub"
436,4200,4202,"xsub"
437,4202,4196,"xsub"
438,4212,4215,"xsub"
439,4220,4221,"xsub"
440,4238,4207,"pid"
441,4243,4239,"xsub"
442,4245,4239,"xsub"
443,4260,4253,"obj"
444,4274,4251,"adv"
445,4274,4268,"obj"
446,4283,4275,"xsub"
447,4287,4290,"xsub"
448,4321,4325,"xsub"
449,4323,4332,"xsub"
450,4351,4343,"xsub"
451,4355,4361,"xsub"
452,4392,4394,"xsub"
453,4399,4398,"xsub"
454,4408,4398,"sub"
455,4416,4413,"xsub"
456,4436,4422,"sub"
457,4438,4414,"obl"
458,4438,4418,"pid"
459,4442,4443,"xsub"
460,4477,4475,"xsub"
461,4478,4475,"obj"
462,4481,4475,"xsub"
463,4482,4483,"xsub"
464,4497,4491,"xsub"
465,4504,4487,"sub"
466,4504,4490,"pid"
467,4504,4497,"xobj"
468,4511,4507,"xsub"
469,4538,4507,"sub"
470,4538,4511,"xadv"
471,4538,4526,"adv"
472,4557,4555,"xsub"
473,4558,4554,"xsub"
474,4559,4542,"pid"
475,4563,4562,"xsub"
476,4574,4562,"sub"
477,4587,4588,"xsub"
478,4594,4595,"xsub"
479,4604,4574,"xsub"
480,4611,4612,"xsub"
481,4613,4620,"xsub"
482,4630,4631,"xsub"
483,4635,4638,"xsub"
484,4638,4627,"aux"
485,4638,4628,"adv"
486,4642,4645,"xsub"
487,4643,4645,"xsub"
488,4644,4643,"xsub"
489,4675,4668,"xsub"
490,4679,4666,"xsub"
491,4686,4678,"xsub"
492,4714,4706,"xsub"
493,4724,4706,"xsub"
494,4729,4728,"xsub"
495,4734,4730,"xsub"
496,4735,4734,"xsub"
497,4741,4706,"sub"
498,4744,4742,"xsub"
499,4757,4755,"xsub"
500,4764,4745,"adv"
501,4764,4749,"sub"
502,4777,4770,"xsub"
503,4778,4777,"xsub"
504,4787,4789,"xsub"
505,4789,4770,"sub"
506,4790,4770,"sub"
507,4790,4789,"pid"
508,4791,4790,"xsub"
509,4792,4791,"xsub"
510,4795,4801,"xsub"
511,4805,4804,"xsub"
512,4824,4826,"xsub"
513,4855,4856,"xsub"
514,4865,4871,"adv"
515,4866,4861,"xsub"
516,4876,4880,"xsub"
517,4887,4888,"xsub"
518,4888,4883,"xsub"
519,4893,4889,"xsub"
520,4914,4899,"pid"
521,4925,4922,"xsub"
522,4941,4929,"pid"
523,4959,4949,"xsub"
524,4979,4978,"xsub"
525,4986,4988,"xsub"
526,4987,4988,"xsub"
527,5021,5010,"xsub"
528,5029,5028,"xsub"
529,5032,5036,"xsub"
530,5035,5036,"xsub"
531,5040,5045,"xsub"
532,5063,5062,"xsub"
533,5066,5068,"xsub"
534,5068,5064,"xsub"
535,5088,5083,"xsub"
536,5094,5097,"xsub"
537,5127,5128,"xsub"
538,5142,5099,"xsub"
539,5169,5167,"xsub"
540,5174,5169,"xsub"
541,5182,5202,"xsub"
542,5199,5202,"xsub"
543,5205,5217,"xsub"
544,5224,5225,"xsub"
545,5225,5218,"xsub"
546,5280,5286,"adv"
547,5282,5269,"xsub"
548,5283,5264,"adv"
549,5292,5269,"xsub"
550,5328,5330,"obj"
551,5329,5328,"xsub"
552,5343,5339,"xsub"
553,5351,5343,"xsub"
554,5352,5351,"xsub"
555,5357,5343,"xsub"
556,5360,5363,"xsub"
557,5363,5367,"xsub"
558,5364,5367,"xsub"
559,5370,5368,"xsub"
560,5376,5372,"xsub"
561,5380,5371,"pid"
562,5387,5390,"xsub"
563,5394,5393,"xsub"
564,5395,5400,"xsub"
565,5421,5423,"xsub"
566,5431,5420,"obj"
567,5433,5434,"xsub"
568,5434,5436,"xsub"
569,5437,5440,"xsub"
570,5440,5420,"obj"
571,5447,5446,"xsub"
572,5472,5477,"xsub"
573,5500,5498,"xsub"
574,5501,5500,"xsub"
575,5509,5498,"sub"
576,5512,5517,"xsub"
577,5517,5510,"xsub"
578,5523,5524,"xsub"
579,5535,5536,"xsub"
580,5536,5530,"xsub"
581,5568,5575,"xsub"
582,5582,5584,"xsub"
583,5584,5593,"xsub"
584,5590,5580,"xsub"
585,5593,5580,"obj"
586,5598,5597,"xsub"
587,5618,5615,"xsub"
588,5620,5605,"xsub"
589,5646,5643,"xsub"
590,5653,5657,"adv"
591,5653,5659,"obj"
592,5653,5666,"xadv"
593,5656,5651,"sub"
594,5665,5667,"xsub"
595,5666,5656,"xsub"
596,5679,5678,"pid"
597,5683,5682,"xsub"
598,5684,5682,"xsub"
599,5693,5684,"xsub"
600,5695,5697,"xsub"
601,5704,5701,"xsub"
602,5709,5701,"sub"
603,5721,5714,"xsub"
604,5729,5714,"xsub"
605,5730,5709,"xsub"
606,5735,5742,"xsub"
607,5751,5750,"xsub"
608,5778,5783,"xsub"
609,5783,5776,"xsub"
610,5802,5799,"xsub"
611,5804,5802,"xsub"
612,5806,5799,"xsub"
613,5817,5812,"xsub"
614,5827,5823,"xsub"
615,5836,5838,"xsub"
616,5842,5823,"sub"
617,5848,5847,"xsub"
618,5851,5857,"xsub"
619,5855,5854,"xsub"
620,5865,5858,"xsub"
621,5882,5881,"xsub"
622,5891,5901,"xsub"
623,5894,5895,"xsub"
624,5922,5857,"xsub"
625,5923,5857,"xsub"
626,5932,5930,"xsub"
627,5934,5933,"obl"
628,5938,5939,"xsub"
629,5939,5940,"xsub"
630,5940,5930,"sub"
631,5948,5946,"xsub"
632,5969,5965,"xsub"
633,5971,5960,"pid"
634,5977,5974,"xsub"
635,5982,5983,"xsub"
636,5995,5998,"xsub"
637,6000,5998,"xsub"
638,6009,6005,"xsub"
639,6025,6018,"xsub"
640,6029,6018,"xsub"
641,6057,6061,"xsub"
642,6069,6065,"xsub"
643,6077,6078,"xsub"
644,6079,6082,"xsub"
645,6083,6073,"xsub"
646,6086,6089,"xsub"
647,6103,6102,"xsub"
648,6104,6060,"pid"
649,6110,6109,"xsub"
650,6116,6111,"xsub"
651,6129,6122,"pid"
652,6157,6163,"xsub"
653,6179,6180,"xsub"
654,6180,6175,"xsub"
655,6182,6175,"xsub"
656,6199,6205,"xsub"
657,6210,6209,"xsub"
658,6221,6219,"xsub"
659,6227,6222,"xsub"
660,6234,6219,"xsub"
661,6241,6219,"xsub"
662,6242,6252,"xsub"
663,6253,6229,"pid"
664,6254,6256,"xsub"
665,6262,6267,"xsub"
666,6279,6274,"xsub"
667,6292,6290,"xsub"
668,6312,6311,"xsub"
669,6326,6325,"xsub"
670,6332,6334,"xsub"
671,6340,6345,"xsub"
672,6345,6346,"xsub"
673,6352,6354,"xsub"
674,6357,6349,"xsub"
675,6365,6363,"xsub"
676,6370,6373,"xsub"
677,6381,6374,"xsub"
678,6382,6389,"obj"
679,6386,6387,"xsub"
680,6387,6374,"sub"
681,6387,6389,"obj"
682,6390,6393,"xsub"
683,6392,6393,"xsub"
684,6395,6396,"xsub"
685,6410,6348,"pid"
686,6424,6414,"xsub"
687,6442,6444,"xsub"
688,6447,6429,"pid"
689,6471,6467,"obj"
690,6480,6479,"xsub"
691,6481,6482,"xsub"
692,6482,6508,"xadv"
693,6487,6477,"obj"
694,6495,6497,"xsub"
695,6505,6507,"xsub"
696,6508,6487,"xsub"
697,6522,6534,"xsub"
698,6527,6529,"xsub"
699,6578,6571,"xsub"
700,6602,6587,"xsub"
701,6615,6611,"xsub"
702,6625,6628,"xsub"
703,6634,6625,"xsub"
704,6642,6641,"xsub"
705,6647,6639,"xsub"
706,6651,6659,"xsub"
707,6662,6660,"xsub"
708,6675,6672,"xsub"
709,6680,6660,"xsub"
710,6687,6660,"sub"
711,6689,6688,"xsub"
712,6692,6690,"xsub"
713,6717,6714,"sub"
714,6718,6719,"xsub"
715,6719,6717,"xsub"
716,6783,6778,"xsub"
717,6793,6792,"xsub"
718,6810,6778,"xsub"
719,6822,6824,"xsub"
720,6823,6822,"xsub"
721,6824,6816,"xsub"
722,6835,6778,"sub"
723,6835,6815,"pid"
724,6841,6840,"xsub"
725,6864,6857,"adv"
726,6866,6865,"xsub"
727,6874,6865,"sub"
728,6876,6874,"xsub"
729,6893,6895,"xsub"
730,6909,6908,"xsub"
731,6914,6899,"adv"
732,6916,6914,"xsub"
733,6918,6899,"adv"
734,6921,6920,"xsub"
735,6928,6899,"adv"
736,6928,6918,"pid"
737,6942,6941,"xsub"
738,6953,6954,"xsub"
739,6954,6941,"sub"
740,6957,6962,"xsub"
741,6970,6968,"xsub"
742,6973,7005,"xsub"
743,6984,6983,"xsub"
744,6991,6992,"xsub"
745,7002,6989,"xsub"
746,7005,6941,"sub"
747,7005,6954,"pid"
748,7005,6955,"obl"
749,7008,7006,"xsub"
750,7040,7026,"pid"
751,7041,7026,"pid"
752,7041,7029,"adv"
753,7053,7047,"xsub"
754,7068,7065,"xsub"
755,7075,7076,"xsub"
756,7076,7071,"xsub"
757,7085,7081,"xsub"
758,7091,7081,"xsub"
759,7106,7102,"xsub"
760,7109,7108,"xsub"
761,7126,7125,"xsub"
762,7128,7126,"xsub"
763,7129,7113,"pid"
764,7129,7116,"obl"
765,7133,7130,"xsub"
766,7143,7148,"xsub"
767,7145,7144,"xsub"
768,7148,7130,"sub"
769,7162,7164,"xsub"
770,7171,7169,"sub"
771,7196,7189,"xsub"
772,7204,7189,"sub"
773,7213,7216,"xsub"
774,7220,7245,"xsub"
775,7237,7245,"xsub"
776,7238,7237,"xsub"
777,7240,7244,"xsub"
778,7248,7250,"xsub"
779,7251,7245,"xsub"
780,7259,7256,"xsub"
781,7283,7287,"xsub"
782,7297,7298,"obl"
783,7309,7308,"xsub"
784,7311,7301,"xsub"
785,7317,7316,"xsub"
786,7329,7328,"xsub"
787,7331,7303,"pid"
788,7338,7334,"xsub"
789,7343,7334,"sub"
790,7343,7340,"obj"
791,7350,7343,"xsub"
792,7397,7399,"xsub"
793,7402,7401,"xsub"
794,7419,7422,"xsub"
795,7422,7418,"xsub"
796,7445,7454,"xsub"
797,7464,7465,"xsub"
798,7465,7469,"xsub"
799,7473,7475,"xsub"
800,7487,7486,"xsub"
801,7533,7526,"xsub"
802,7549,7554,"xsub"
803,7554,7526,"sub"
804,7581,7564,"xsub"
805,7604,7602,"xsub"
806,7607,7611,"xsub"
807,7616,7611,"xsub"
808,7620,7611,"xsub"
809,7627,7625,"xsub"
810,7633,7636,"xsub"
811,7645,7644,"xsub"
812,7649,7644,"xsub"
813,7675,7683,"xsub"
814,7681,7675,"xsub"
815,7706,7689,"pid"
816,7719,7723,"xsub"
817,7723,7717,"xsub"
818,7732,7735,"xsub"
819,7744,7742,"xsub"
820,7765,7747,"sub"
821,7765,7754,"pid"
822,7779,7780,"xsub"
823,7780,7778,"obj"
824,7781,7778,"xsub"
825,7794,7792,"xsub"
826,7803,7807,"xsub"
827,7812,7815,"xsub"
828,7818,7819,"xsub"
829,7827,7815,"sub"
830,7833,7829,"xsub"
831,7836,7828,"obj"
832,7837,7840,"xsub"
833,7844,7845,"xsub"
834,7853,7852,"xsub"
835,7863,7862,"xsub"
836,7910,7887,"xsub"
837,7916,7910,"xsub"
838,7923,7921,"xsub"
839,7939,7940,"xsub"
840,7949,7923,"xsub"
841,7967,7964,"xsub"
842,7975,7950,"xsub"
843,7978,7976,"xsub"
844,7997,7994,"xsub"
845,8018,8045,"xsub"
846,8023,8021,"xsub"
847,8032,8042,"xsub"
848,8038,8037,"xsub"
849,8040,8039,"xsub"
850,8041,8040,"xsub"
851,8071,8078,"xsub"
852,8084,8083,"xsub"
853,8087,8084,"xsub"
854,8108,8111,"xsub"
855,8116,8118,"xsub"
856,8127,8123,"xsub"
857,8149,8152,"xsub"
858,8151,8148,"xsub"
859,8152,8151,"xsub"
860,8167,8174,"xsub"
861,8177,8174,"xsub"
862,8187,8177,"xsub"
863,8199,8192,"xsub"
864,8230,8240,"xsub"
865,8282,8275,"xsub"
866,8292,8294,"xsub"
867,8294,8303,"xsub"
868,8304,8306,"xsub"
869,8326,8320,"xsub"
870,8349,8346,"xsub"
871,8357,8359,"xsub"
872,8358,8357,"xsub"
873,8368,8367,"xsub"
874,8371,8367,"xsub"
875,8379,8375,"xsub"
876,8385,8387,"xsub"
877,8386,8391,"xsub"
878,8398,8393,"xsub"
879,8405,8394,"pid"
880,8414,8408,"xsub"
881,8419,8421,"xsub"
882,8429,8434,"xsub"
883,8443,8444,"xsub"
884,8444,8432,"pid"
885,8444,8434,"sub"
886,8448,8447,"xsub"
887,8469,8471,"xsub"
888,8474,8472,"xsub"
889,8483,8478,"xsub"
890,8501,8500,"xsub"
891,8503,8500,"xsub"
892,8504,8478,"sub"
893,8504,8491,"pid"
894,8504,8493,"obl"
895,8548,8510,"xsub"
896,8556,8555,"xsub"
897,8588,8587,"xsub"
898,8592,8591,"xsub"
899,8600,8602,"xsub"
900,8607,8605,"xsub"
901,8618,8616,"xsub"
902,8633,8632,"xsub"
903,8638,8632,"xsub"
904,8659,8644,"xsub"
905,8667,8671,"xsub"
906,8671,8644,"sub"
907,8673,8644,"xsub"
908,8681,8679,"xsub"
909,8699,8700,"xsub"
910,8704,8701,"xsub"
911,8705,8698,"xsub"
912,8718,8716,"xsub"
913,8737,8740,"xsub"
914,8740,8744,"xsub"
915,8744,8727,"sub"
916,8752,8743,"obj"
917,8752,8746,"sub"
918,8756,8755,"xsub"
919,8763,8766,"xsub"
920,8771,8772,"xsub"
921,8774,8763,"xsub"
922,8792,8789,"xsub"
923,8828,8821,"adv"
924,8828,8822,"sub"
925,8828,8826,"obj"
926,8830,8821,"adv"
927,8830,8822,"sub"
928,8830,8826,"obj"
929,8863,8866,"xsub"
930,8877,8878,"xsub"
931,8916,8913,"xsub"
932,8917,8899,"adv"
933,8920,8927,"xsub"
934,8929,8930,"xsub"
935,8934,8930,"xsub"
936,8981,8985,"xsub"
937,8983,8985,"xsub"
938,8992,8990,"xsub"
939,9015,9018,"xsub"
940,9034,9024,"xsub"
941,9036,9024,"xsub"
942,9042,9041,"xsub"
943,9047,9048,"xsub"
944,9055,9054,"xsub"
945,9075,9074,"xsub"
946,9081,9074,"xsub"
947,9088,9090,"xsub"
948,9092,9090,"xsub"
949,9099,9093,"xsub"
950,9123,9122,"xsub"
951,9125,9094,"xsub"
952,9135,9099,"xsub"
953,9136,9093,"xsub"
954,9137,9108,"adv"
955,9138,9145,"xsub"
956,9148,9147,"xsub"
957,9181,9171,"aux"
958,9183,9187,"xsub"
959,9188,9190,"xsub"
960,9198,9196,"xsub"
961,9200,9202,"xsub"
962,9206,9196,"xsub"
963,9212,9210,"xsub"
964,9216,9210,"xsub"
965,9221,9222,"xsub"
966,9225,9242,"xsub"
967,9235,9240,"xsub"
968,9249,9242,"xsub"
969,9303,9280,"adv"
970,9303,9285,"adv"
971,9303,9286,"aux"
972,9306,9310,"xsub"
973,9310,9302,"xsub"
974,9331,9321,"xsub"
975,9332,9344,"xsub"
976,9354,9348,"xsub"
977,9366,9365,"xsub"
978,9376,9375,"xsub"
979,9377,9375,"xsub"
980,9387,9385,"xsub"
981,9390,9388,"xsub"
982,9409,9408,"xsub"
983,9452,9423,"pid"
984,9465,9462,"xsub"
985,9470,9471,"xsub"
986,9471,9466,"xsub"
987,9496,9497,"xsub"
988,9497,9487,"sub"
989,9505,9502,"xsub"
990,9507,9480,"adv"
991,9519,9520,"xsub"
992,9556,9516,"xsub"
993,9557,9516,"xsub"
994,9571,9573,"xsub"
995,9604,9601,"xsub"
996,9631,9643,"xsub"
997,9642,9638,"xsub"
998,9650,9652,"xsub"
999,9664,9660,"xsub"
1000,9666,9670,"xsub"
1001,9678,9670,"xsub"
1002,9699,9693,"xsub"
1003,9701,9704,"xsub"
1004,9707,9706,"xsub"
1005,9709,9670,"sub"
1006,9713,9712,"xsub"
1007,9719,9716,"xsub"
1008,9722,9715,"xsub"
1009,9723,9724,"xsub"
1010,9736,9714,"adv"
1011,9736,9729,"pid"
1012,9742,9739,"xsub"
1013,9748,9750,"obj"
1014,9751,9748,"xsub"
1015,9784,9786,"xsub"
1016,9787,9809,"xsub"
1017,9811,9812,"xsub"
1018,9831,9834,"xsub"
1019,9854,9850,"xsub"
1020,9862,9861,"xsub"
1021,9866,9858,"xsub"
1022,9884,9890,"xsub"
1023,9906,9940,"xsub"
1024,9921,9922,"xsub"
1025,9922,9920,"xsub"
1026,9940,9902,"pid"
1027,9960,9947,"sub"
1028,9996,9998,"xsub"
1029,10028,10009,"xsub"
