"id","title","citation_part","language_tag","author","code","electronic_text_original_url","printed_text_date"
733,"Epistulae","Plan. Ep.","grc","Maximus Planudes","tlg4146.tlg011","http://stephanus.tlg.uci.edu/Iris/Cite?4146:011:337786","c. 1200-c. 1399"
734,"Περὶ τῆς γέννης τοῦ σώματος αὐτοῦ (Perì tês génnēs toû sṓmatos autoû) (= Codex Manichaicus Coloniensis)","Cod. Manich.","grc","Anonymus Manichaeus","tlg4282.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4282:001:44971","4th c."
735,"Synaxarium mensis Septembris","Synax. Const. Sept.","grc","Synaxarium Ecclesiae Constantinopoleos","tlg4411.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4411:001:126119","10th c."
736,"Imperius et Margarona","Imber.","grc","Anonyma Erotica Byzantina","tlg4419.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4419:001:19380","14th c."
737,"Phlorius et Platzia Phlora","Florios","grc","Anonyma Erotica Byzantina","tlg4419.tlg002","http://stephanus.tlg.uci.edu/Iris/Cite?4419:002:22326","14th c."
738,"Belthandrus et Chrysantza","Velth.","grc","Anonyma Erotica Byzantina","tlg4419.tlg004","http://stephanus.tlg.uci.edu/Iris/Cite?4419:004","14th c."
739,"Recensio Π","Chron. Mor. P","grc","Chronicon Moreae","tlg4420.tlg001","http://archive.org/stream/chronicleofmorea00schmuoft#page/n99/mode/2up","14th c."
740,"Recensiones H et T","Chron. Mor. H/T","grc","Chronicon Moreae","tlg4420.tlg002","http://stephanus.tlg.uci.edu/Iris/Cite?4420:002","14th c."
741,"Thesaurus","Dam. Stoud. This.","ell","Damascenus Studites","tlg4421.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4421:001","16th c."
742,"Editio critica α","Liv. α","grc","Libistrus et Rhodamne","tlg4422.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4422:001","14th c."
743,"Ὁ Πόλεμος τῆς Τρωάδος (Ho Pólemos tês Trōádos)","Pol. Tr.","grc","Bellum Troianum","tlg4423.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4423:001","14th c."
744,"Recensio χ (e cod. Neap. gr. III B 251 et Vind. Theol. gr. 244)","Velis. χ","grc","Historia Belisarii","tlg4424.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?4424:001:22705","14th c."
745,"Recensio Λ","Limen. Velis. (Λ)","grc","Historia Belisarii","tlg4424.tlg002","http://stephanus.tlg.uci.edu/Iris/Cite?4424:002:39463","14th c."
746,"Scholia in Euripidis Orestem (scholia vetera et scholia recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma)","Schol. Eur. Orest.","grc","Scholia in Euripidem","tlg5023.tlg015","http://stephanus.tlg.uci.edu/Iris/Cite?5023:015","13th c."
747,"Scholia in Thucydidem (scholia vetera et recentiora)","Schol. Thuc.","grc","Scholia in Thucydidem","tlg5039.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5039:001:607875","11th c."
748,"Basilica","Bas.","grc","Basilica","tlg5065.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5065:001","9th c."
749,"Scholia in Basilicorum libros I-XI","Schol. Bas.","grc","Basilica","tlg5065.tlg002","http://stephanus.tlg.uci.edu/Iris/Cite?5065:002:2247344","13th c."
750,"Vita acephala (e cod. Paris. gr. Suppl. 1273)","Vit. Nic. Myr. Aceph.","grc","Vitae et Miraculae Nicolai Myrensis","tlg5067.tlg006","http://stephanus.tlg.uci.edu/Iris/Cite?5067:006:8230","11th c."
751,"Vita seu Περίοδοι (Períodoi) (recensio I)","Vit. Nic. Myr. Per.","grc","Vitae et Miraculae Nicolai Myrensis","tlg5067.tlg015","http://stephanus.tlg.uci.edu/Iris/Cite?5067:015:6300","11th c."
752,"Carmina politica","Ptoch.","grc","Ptochoprodromica","tlg5074.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5074:001","12th c."
753,"Laudatio sancti Pauli Junioris","Laud. St. Paul. Jr.","grc","Vitae Sancti Pauli Junioris","tlg5077.tlg002","http://stephanus.tlg.uci.edu/Iris/Cite?5077:002:35481","10th c."
754,"Vita et miracula","Vit. Nicon.","grc","Vitae et Miraculae Niconis","tlg5081.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5081:001:120836","11th c."
755,"Vita sanctae Syncleticae (olim sub auctore Athanasio Alexandrino)","Vit. St. Syncleticae","grc","Vita Sanctae Syncleticae","tlg5119.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5119:001:65597","5th c."
756,"Vita s. Marinae sive Marini","Vit. St. Marinae","grc","Vita Sanctae Marinae","tlg5130.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5130:001","6th c."
757,"Diploma Isaac proti de controversia inter monasteria Cutlumusii et Xenophontis","Oikonomidès 1978: 41-45","grc","Acta Monasterii Castamoniti","tlg5301.tlg003","http://stephanus.tlg.uci.edu/Iris/Cite?5301:003:8236","14th c."
758,"Confirmatio Sotiriotae protonotarii et alii publici imperialis","Lemerle 1988: 131-132","grc","Acta Monasterii Cutlumusii","tlg5308.tlg034","http://stephanus.tlg.uci.edu/Iris/Cite?5308:034:0","14th c."
759,"Anonymi versus creticus de vetere et novo testamento","P&N Diath.","ell","Anonyma Cretica","tlg5502.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5502:001","17th c."
760,"Ὁ Πουλολόγος (Ho Poulológos)","Poulol.","grc","Pulologus","tlg5504.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5504:001:35862","14th c."
761,"De opificio mundi","Choumnos Kosmog.","grc","Georgius Chumnus","tlg5505.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?5505:001","15th c."
762,"Greek Anthology","Anth. Gr.","grc","Anthologia Graeca","tlg7000.tlg001","http://data.perseus.org/texts/urn:cts:greekLit:tlg7000.tlg001","6th c."
763,"Erotopaignia (e manuscripto Londinense)","Katal.","ell","Erotopaegnia","tlg7006.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?7006:001","19th c."
764,"Lexicon","Suda","grc","Suidas","tlg9010.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?9010:001","10th c."
765,"Epistulae","Tzetz. Ep.","grc","Joannes Tzetzes","tlg9022.tlg005","http://stephanus.tlg.uci.edu/Iris/Cite?9022:005:135176","12th c."
766,"Manuale legum sive Hexabiblos","Harmen. Man.","grc","Constantinus Harmenopulus","tlg9030.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?9030:001:357961","14th c."
767,"Χρονικὸ τῶν Σερρῶν (Khronikò tôn Serrhôn)","Papasynad., Chron.","ell","Papa Synadinus","tlg9036.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?9036:001:108089","17th c."
768,"Poemata","Dellap.","grc","Leonardus Dellaportas","tlg9045.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?9045:001","15th c."
769,"Paraphrasis vitae patriarchae Ignatii","Rodinos, Vios Ign.","ell","Neophytus Rhodinus","tlg9049.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?9049:001:86191","17th c."
770,"Ὁ Κρητικὸς Πόλεμος (Ho Krētikòs Pólemos)","Diakr. Diig. Pol.","ell","Anthimus Diacruses","tlg9050.tlg001","http://stephanus.tlg.uci.edu/Iris/Cite?9050:001","17th c."
771,"Epitome Basilicorum","Zygom., Synopsis","ell","Theodosius Zygomalas","tlg9055.tlg002","http://stephanus.tlg.uci.edu/Iris/Cite?9055:002","17th c."
772,"IG II² 1627","IG II² 1627","grc","Inscription","PH3849","http://epigraphy.packhum.org/text/3849","4th c. BC"
773,"IG XII,5 870","IG XII,5 870","grc","Inscription","PH78224","http://epigraphy.packhum.org/text/78224","2nd c. BC"
774,"IG X,2 1 630","IG X,2 1 630","grc","Inscription","PH137817","http://epigraphy.packhum.org/text/137817","2nd c."
775,"IG VII 2713","IG VII 2713","grc","Inscription","PH146221","http://epigraphy.packhum.org/text/146221","1st c."
776,"IosPE I² 39","IosPE I² 39","grc","Inscription","PH184232","http://epigraphy.packhum.org/text/184232","2nd c."
777,"Bernand, Inscr. Métr. 75","Bernand, Inscr. Métr. 75","grc","Inscription","PH216963","http://epigraphy.packhum.org/text/216963",
778,"OGIS 669","OGIS 669","grc","Inscription","PH219086","http://epigraphy.packhum.org/text/219086","1st c."
779,"Prose sur pierre 57,B","Prose sur pierre 57,B","grc","Inscription","PH219998","http://epigraphy.packhum.org/text/219998","1st c."
780,"FD III 4:295","FD III 4:295","grc","Inscription","PH240484","http://epigraphy.packhum.org/text/240484","2nd c."
781,"Ephesos 572","Ephesos 572","grc","Inscription","PH248284","http://epigraphy.packhum.org/text/248284","4th c."
782,"IK Knidos I 234","IK Knidos I 234","grc","Inscription","PH258583","http://epigraphy.packhum.org/text/258583","3rd c."
783,"IK Knidos I 303","IK Knidos I 303","grc","Inscription","PH258613","http://epigraphy.packhum.org/text/258613","1st c. BC"
784,"Iasos 290","Iasos 290","grc","Inscription","PH259148","http://epigraphy.packhum.org/text/259148",
785,"TAM V,1 329","TAM V,1 329","grc","Inscription","PH263735","http://epigraphy.packhum.org/text/263735","3rd c."
786,"CIG 4415","CIG 4415","grc","Inscription","PH285247","http://epigraphy.packhum.org/text/285247",
787,"Budde, Ant.Mosaiken I 40","Budde, Ant.Mosaiken I 40 VIII,3a","grc","Inscription","PH286713","http://epigraphy.packhum.org/text/286713","5th c."
788,"IMT Kyz Kapu Dağ 1430","IMT Kyz Kapu Dağ 1430","grc","Inscription","PH288708","http://epigraphy.packhum.org/text/288708","1st c."
789,"IGLSyr 21,5.1 109","IGLSyr 21,5.1 109","grc","Inscription","PH341635","http://epigraphy.packhum.org/text/341635",
790,"IG II³,1 1303","IG II³,1 1303","grc","Inscription","PH347598","http://epigraphy.packhum.org/text/347598","2nd c. BC"
791,"BGU 1 200","BGU 1 200","grc","Papyrus","BGU 1 200","http://papyri.info/ddbdp/bgu;1;200","2nd c."
792,"BGU 2 404","BGU 2 404","grc","Papyrus","BGU 2 404","http://papyri.info/ddbdp/bgu;2;404","c. 600-c.799"
793,"Eingabe der Webergilde von Philadelphia an den Strategen","BGU 7 1572","grc","Papyrus","BGU 7 1572","http://papyri.info/ddbdp/bgu;7;1572","2nd c."
794,"Letter to a Prefect","BGU 20 2863","grc","Papyrus","BGU 20 2863","http://papyri.info/ddbdp/bgu;20;2863","2nd c."
795,"Chr.Mitt. 32","Chr.Mitt. 32","grc","Papyrus","Chr.Mitt. 32","http://papyri.info/ddbdp/chr.mitt;;32","2nd c. BC"
796,"Taurinos (?) a Senouthios anystes (?)","CPR 30 7","grc","Papyrus","CPR 30 7","http://papyri.info/ddbdp/cpr;30;7","7th c."
797,"Blessure à l’oeil","O.Claud. 1 119","grc","Ostrakon","O.Claud. 1 119","http://papyri.info/ddbdp/o.claud;1;119","2nd c."
798,"P.Abinn. 7","P.Abinn. 7","grc","Papyrus","P.Abinn. 7","http://papyri.info/ddbdp/p.abinn;;7","4th c."
799,"Brief der Soëris an ihre Tochter Aline","P.Brem. 64","grc","Papyrus","P.Brem. 64","http://papyri.info/ddbdp/p.brem;;64","2nd c."
800,"Petition to a Strategos","P.Cair. Isid. 69","grc","Papyrus","P.Cair. Isid. 69","http://papyri.info/ddbdp/p.cair.isid;;69","4th c."
801,"Lettre","P.Cair. Masp. 1 67076","grc","Papyrus","P.Cair. Masp. 1 67076","http://papyri.info/ddbdp/p.cair.masp;1;67076","6th c."
802,"Notification of a Robbery","P.Cair. Zen. 4 59659","grc","Papyrus","P.Cair. Zen. 4 59659","http://papyri.info/ddbdp/p.cair.zen;4;59659","3rd c."
803,"Reçu pour le paiement du τέλος καταλοχισμῶν (télos katalokhismôn)","P.Gen. 3 145","grc","Papyrus","P.Gen. 3 145","http://papyri.info/ddbdp/p.gen;3;145","3rd c."
804,"Melas an seinen Vater","P.Giss. Bibl. 3 30","grc","Papyrus","P.Giss. Bibl. 3 30","http://papyri.info/ddbdp/p.giss.univ;3;30","c. 200-c. 399"
805,"P.Hal. 1","P.Hal. 1","grc","Papyrus","P.Hal. 1","http://papyri.info/ddbdp/p.hal;;1","3rd c."
806,"Surety","P.Harr. 2 195","grc","Papyrus","P.Harr. 2 195","http://papyri.info/ddbdp/p.harr;2;195","2nd c."
807,"Petition to the Epistrategus concerning a Liturgy","P.Mich. 6 426","grc","Papyrus","P.Mich. 6 426","http://papyri.info/ddbdp/p.mich;6;426","2nd c."
808,"Cession of Catoecic Land","P.Mich. 18 784","grc","Papyrus","P.Mich. 18 784","http://papyri.info/ddbdp/p.mich;18;784","1st c."
809,"Report of a Public Physician","P.Oxy. 1 51","grc","Papyrus","P.Oxy. 1 51","http://papyri.info/ddbdp/p.oxy;1;51","2nd c."
810,"Letter","P.Oxy. 1 118","grc","Papyrus","P.Oxy. 1 118","http://papyri.info/ddbdp/p.oxy;1;118","3rd c."
811,"A Boy's Letter","P.Oxy. 1 119","grc","Papyrus","P.Oxy. 1 119","http://papyri.info/ddbdp/p.oxy;1;119","c. 100-c. 299"
812,"Petition of Apollonarion","P.Oxy. 6 899","grc","Papyrus","P.Oxy. 6 899","http://papyri.info/ddbdp/p.oxy;6;899","2nd c."
813,"Petition to a Strategus, etc.","P.Oxy. 8 1119","grc","Papyrus","P.Oxy. 8 1119","http://papyri.info/ddbdp/p.oxy;8;1119","3rd c."
814,"Letter of Probus to Manatine","P.Oxy. 14 1683","grc","Papyrus","P.Oxy. 14 1683","http://papyri.info/ddbdp/p.oxy;14;1683","3rd c."
815,"Letters from Tauris","P.Oxy. 31 2599","grc","Papyrus","P.Oxy. 31 2599","http://papyri.info/ddbdp/p.oxy;31;2599","4th c."
816,"Contract Concerning Recruits","P.Oxy. 45 3261","grc","Papyrus","P.Oxy. 45 3261","http://papyri.info/ddbdp/p.oxy;45;3261","4th c."
817,"Order to Issue Wheat and Wine ","P.Oxy. 49 3513","grc","Papyrus","P.Oxy. 49 3513","http://papyri.info/ddbdp/p.oxy;49;3513","3rd c."
818,"Proceedings before the Logistes","P.Oxy. 54 3758","grc","Papyrus","P.Oxy. 54 3758","http://papyri.info/ddbdp/p.oxy;54;3758","4th c."
819,"Auftrag zur Flurbesichtigung","P.Petaus 25","grc","Papyrus","P.Petaus 25","http://papyri.info/ddbdp/p.petaus;;25","2nd c."
820,"Deed Connected with a Sale of Houses","P.Petra 4 41","grc","Papyrus","P.Petra 4 41","http://papyri.info/ddbdp/p.petra;4;41","6th c."
821,"Pachtvertrag über Rebenland","P.Ross. Georg. 3 51","grc","Papyrus","P.Ross. Georg. 3 51","http://papyri.info/ddbdp/p.ross.georg;3;51","7th c."
822,"Lösung einer Ackerpacht","P.Strasb. 2 114","grc","Papyrus","P.Strasb. 2 114","http://papyri.info/ddbdp/p.stras;2;114","2nd c."
823,"Correspondence Concerning a Change of Ownership","P.Tebt. 1 31","grc","Papyrus","P.Tebt. 1 31","http://papyri.info/ddbdp/p.tebt;1;31","2nd c."
824,"Report on the Crops at Kerkeosiris","P.Tebt. 1 72","grc","Papyrus","P.Tebt. 1 72","http://papyri.info/ddbdp/p.tebt;1;72","2nd c."
825,"Domanda di licenza di caccia","PSI 5 458","grc","Papyrus","PSI 5 458","http://papyri.info/ddbdp/psi;5;458","2nd c."
826,"Brief","SB 1 5309","grc","Papyrus","SB 1 5309","http://papyri.info/ddbdp/sb;1;5309","c. 400-c. 699"
827,"“Narratio” wegen unberechtigter Inanspruchnahme durch den Fiskus","SB 14 11717","grc","Papyrus","SB 14 11717","http://papyri.info/ddbdp/sb;14;11717","4th c."
828,"Hypomnematismoi concerning the rule of precedent","SB 14 12139","grc","Papyrus","SB 14 12139","http://papyri.info/ddbdp/sb;14;12139","c. 100-c. 299"
829,"Verwaltungsschreiben in Steuerangelegenheiten","SB 16 12523","grc","Papyrus","SB 16 12523","http://papyri.info/ddbdp/sb;16;12523","4th c."
830,"Landbesitz-Deklaration","SB 16 12613","grc","Papyrus","SB 16 12613","http://papyri.info/ddbdp/sb;16;12613","1st c."
831,"Teilpacht","SB 18 14000","grc","Papyrus","SB 18 14000","http://papyri.info/ddbdp/sb;18;14000","c. 500-c. 699"
832,"Erlasse des Dioiketen Herodes","UPZ 1 110","grc","Papyrus","UPZ 1.110","http://papyri.info/ddbdp/upz;1;110","2nd c. BC"
833,"Forderung betreffs des Asklepieion","UPZ 1 57","grc","Papyrus","UPZ 1.57","http://papyri.info/ddbdp/upz;1;57","2nd c. BC"
